,source,target,association
1230,58,150,['Slytherin']
1231,58,164,['Slytherin']
1232,58,167,['Slytherin']
1233,60,11,"['Death Eaters', 'Lord Voldemort']"
1234,60,14,"['Death Eaters', 'Lord Voldemort']"
1235,60,15,['Lord Voldemort']
1236,60,19,"['Death Eaters', 'Lord Voldemort']"
1237,60,26,"['Death Eaters', 'Lord Voldemort']"
1238,60,47,"['Death Eaters', 'Lord Voldemort']"
1239,60,48,['Lord Voldemort']
1240,60,51,['Lord Voldemort']
1241,60,79,"['Death Eaters', 'Lord Voldemort']"
1242,60,86,['Lord Voldemort']
1243,60,88,['Death Eaters']
1244,60,90,"['Death Eaters', 'Lord Voldemort']"
1245,60,121,"['Death Eaters', 'Lord Voldemort']"
1246,60,147,['Lord Voldemort']
1247,61,4,['Slytherin']
1248,61,6,['Slytherin']
1249,61,14,['Slytherin']
1250,61,15,['Slytherin']
1251,61,47,['Slytherin']
1252,61,48,['Slytherin']
1253,61,58,['Slytherin']
1254,61,74,['Slytherin']
1255,61,88,['Slytherin']
1256,61,95,['Slytherin']
1257,61,96,['Slytherin']
1258,61,98,['Slytherin']
1259,61,111,['Slytherin']
1260,61,119,['Slytherin']
1261,61,140,['Slytherin']
1262,61,144,['Slytherin']
1263,61,150,['Slytherin']
1264,61,164,['Slytherin']
1265,61,167,['Slytherin']
1266,62,7,['Ravenclaw']
1267,62,13,['Ravenclaw']
1268,62,41,['Ravenclaw']
1269,62,46,['Ravenclaw']
1270,62,65,['Ravenclaw']
1271,62,77,['Ravenclaw']
1272,62,86,['Ravenclaw']
1273,62,123,['Ravenclaw']
1274,62,124,['Ravenclaw']
1275,62,131,['Ravenclaw']
1276,62,143,['Ravenclaw']
1277,62,151,['Ravenclaw']
1278,62,156,['Ravenclaw']
1279,62,157,['Ravenclaw']
1280,62,166,['Ravenclaw']
1281,62,171,['Ravenclaw']
1282,63,5,['Gryffindor']
1283,63,10,['Gryffindor']
1284,63,16,['Gryffindor']
1285,63,37,['Gryffindor']
1286,63,54,['Gryffindor']
1287,63,55,['Gryffindor']
1288,63,56,['Gryffindor']
1289,63,64,['Gryffindor']
1290,63,66,['Gryffindor']
1291,63,71,['Gryffindor']
1292,63,72,['Gryffindor']
1293,63,79,['Gryffindor']
1294,63,84,['Gryffindor']
1295,63,85,['Gryffindor']
1296,63,100,['Gryffindor']
1297,63,103,['Gryffindor']
1298,63,104,['Gryffindor']
1299,63,105,['Gryffindor']
1300,63,106,['Gryffindor']
1301,63,107,['Gryffindor']
1302,63,108,['Gryffindor']
1303,63,109,['Gryffindor']
1304,63,110,['Gryffindor']
1305,63,114,['Gryffindor']
1306,63,118,['Gryffindor']
1307,63,132,['Gryffindor']
1308,63,134,['Gryffindor']
1309,63,139,['Gryffindor']
1310,63,146,['Gryffindor']
1311,63,152,['Gryffindor']
1312,63,155,['Gryffindor']
1313,63,162,['Gryffindor']
1314,63,169,['Gryffindor']
1315,63,172,['Gryffindor']
1316,63,173,['Gryffindor']
1317,63,175,['Gryffindor']
1318,64,1,['British Ministry of Magic']
1319,64,5,"['Gryffindor', 'Order of the Phoenix']"
1320,64,7,"[""Dumbledore's Army""]"
1321,64,9,"['Order of the Phoenix', ""Dumbledore's Army""]"
1322,64,10,['Gryffindor']
1323,64,12,['British Ministry of Magic']
1324,64,13,"[""Dumbledore's Army""]"
1325,64,16,"['Gryffindor', ""Dumbledore's Army"", 'Harry Potter']"
1326,64,20,['British Ministry of Magic']
1327,64,21,"['Order of the Phoenix', 'Harry Potter']"
1328,64,22,['British Ministry of Magic']
1329,64,24,"['Order of the Phoenix', ""Dumbledore's Army"", 'Harry Potter']"
1330,64,25,"['British Ministry of Magic', 'Order of the Phoenix']"
1331,64,27,['Order of the Phoenix']
1332,64,34,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
1333,64,36,"[""Dumbledore's Army""]"
1334,64,37,"['Gryffindor', ""Dumbledore's Army""]"
1335,64,39,['Albus Dumbledore']
1336,64,40,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
1337,64,43,['British Ministry of Magic']
1338,64,46,"[""Dumbledore's Army""]"
1339,64,54,['Gryffindor']
1340,64,55,"['Gryffindor', 'Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
1341,64,56,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1342,64,63,['Gryffindor']
1343,64,65,"['Order of the Phoenix', 'Harry Potter']"
1344,64,66,"['Gryffindor', 'Order of the Phoenix']"
1345,64,68,"[""Dumbledore's Army""]"
1346,64,71,"['Gryffindor', ""Dumbledore's Army""]"
1347,64,72,['Gryffindor']
1348,64,73,"['British Ministry of Magic', 'Order of the Phoenix']"
1349,64,75,['British Ministry of Magic']
1350,64,77,['Harry Potter']
1351,64,79,['Gryffindor']
1352,64,83,['Order of the Phoenix']
1353,64,84,"['British Ministry of Magic', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Albus Dumbledore']"
1354,64,85,"['Gryffindor', 'Order of the Phoenix']"
1355,64,91,"['British Ministry of Magic', 'Albus Dumbledore']"
1356,64,92,['British Ministry of Magic']
1357,64,93,"['British Ministry of Magic', 'Order of the Phoenix']"
1358,64,98,"['Order of the Phoenix', 'Harry Potter', 'Albus Dumbledore']"
1359,64,99,['British Ministry of Magic']
1360,64,100,"['Gryffindor', ""Dumbledore's Army""]"
1361,64,103,"['British Ministry of Magic', 'Gryffindor', 'Order of the Phoenix']"
1362,64,104,"['Gryffindor', 'Order of the Phoenix']"
1363,64,105,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1364,64,106,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1365,64,107,"['British Ministry of Magic', 'Gryffindor']"
1366,64,108,"['British Ministry of Magic', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1367,64,109,"['Gryffindor', 'Order of the Phoenix']"
1368,64,110,['Gryffindor']
1369,64,112,"[""Dumbledore's Army""]"
1370,64,114,"['Gryffindor', ""Dumbledore's Army""]"
1371,64,116,"[""Dumbledore's Army""]"
1372,64,118,"['Gryffindor', ""Dumbledore's Army""]"
1373,64,123,"[""Dumbledore's Army""]"
1374,64,125,"['Order of the Phoenix', 'Harry Potter']"
1375,64,131,['British Ministry of Magic']
1376,64,132,['Gryffindor']
1377,64,133,"['Order of the Phoenix', 'Albus Dumbledore']"
1378,64,134,"['British Ministry of Magic', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1379,64,139,"['Gryffindor', ""Dumbledore's Army""]"
1380,64,142,['Order of the Phoenix']
1381,64,143,"['Order of the Phoenix', ""Dumbledore's Army""]"
1382,64,145,['Order of the Phoenix']
1383,64,146,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Albus Dumbledore']"
1384,64,151,"[""Dumbledore's Army""]"
1385,64,152,"['Gryffindor', ""Dumbledore's Army""]"
1386,64,154,['Albus Dumbledore']
1387,64,155,"['Gryffindor', 'Order of the Phoenix']"
1388,64,162,"['Gryffindor', ""Dumbledore's Army""]"
1389,64,165,"['British Ministry of Magic', 'Order of the Phoenix']"
1390,64,168,['Order of the Phoenix']
1391,64,169,"['Gryffindor', ""Dumbledore's Army""]"
1392,64,171,['Harry Potter']
1393,64,172,"['Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army""]"
1394,64,173,"['Gryffindor', 'Order of the Phoenix']"
1395,64,175,"['British Ministry of Magic', 'Gryffindor', 'Order of the Phoenix', ""Dumbledore's Army"", 'Harry Potter']"
1396,65,5,['Order of the Phoenix']
1397,65,7,['Ravenclaw']
1398,65,9,['Order of the Phoenix']
1399,65,13,['Ravenclaw']
1400,65,16,['Harry Potter']
1401,65,21,"['Order of the Phoenix', 'Harry Potter']"
1402,65,24,"['Order of the Phoenix', 'Harry Potter']"
1403,65,25,['Order of the Phoenix']
1404,65,27,['Order of the Phoenix']
1405,65,34,"['Order of the Phoenix', 'Harry Potter']"
1406,65,40,"['Order of the Phoenix', 'Harry Potter']"
1407,65,41,['Ravenclaw']
1408,65,46,['Ravenclaw']
1409,65,55,"['Order of the Phoenix', 'Harry Potter']"
1410,65,56,['Order of the Phoenix']
1411,65,62,['Ravenclaw']
1412,65,64,"['Order of the Phoenix', 'Harry Potter']"
1413,65,66,['Order of the Phoenix']
1414,65,73,['Order of the Phoenix']
1415,65,77,"['Ravenclaw', 'Harry Potter']"
1416,65,83,['Order of the Phoenix']
1417,65,84,['Order of the Phoenix']
1418,65,85,['Order of the Phoenix']
1419,65,86,['Ravenclaw']
1420,65,93,['Order of the Phoenix']
1421,65,98,"['Order of the Phoenix', 'Harry Potter']"
1422,65,103,['Order of the Phoenix']
1423,65,104,['Order of the Phoenix']
1424,65,105,['Order of the Phoenix']
1425,65,106,['Order of the Phoenix']
1426,65,108,['Order of the Phoenix']
1427,65,109,['Order of the Phoenix']
1428,65,123,['Ravenclaw']
1429,65,124,['Ravenclaw']
1430,65,125,"['Order of the Phoenix', 'Harry Potter']"
1431,65,131,['Ravenclaw']
1432,65,133,['Order of the Phoenix']
1433,65,134,['Order of the Phoenix']
1434,65,142,['Order of the Phoenix']
1435,65,143,"['Order of the Phoenix', 'Ravenclaw']"
1436,65,145,['Order of the Phoenix']
1437,65,146,['Order of the Phoenix']
1438,65,151,['Ravenclaw']
1439,65,155,['Order of the Phoenix']
1440,65,156,['Ravenclaw']
1441,65,157,['Ravenclaw']
1442,65,165,['Order of the Phoenix']
1443,65,166,['Ravenclaw']
1444,65,168,['Order of the Phoenix']
1445,65,171,"['Ravenclaw', 'Harry Potter']"
1446,65,172,['Order of the Phoenix']
1447,65,173,['Order of the Phoenix']
1448,65,175,"['Order of the Phoenix', 'Harry Potter']"
1449,66,5,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
1450,66,9,['Order of the Phoenix']
1451,66,10,['Gryffindor']
1452,66,16,['Gryffindor']
1453,66,21,"['Order of the Phoenix', 'Advance Guard']"
1454,66,24,['Order of the Phoenix']
1455,66,25,"['Order of the Phoenix', 'Advance Guard']"
1456,66,27,['Order of the Phoenix']
1457,66,34,['Order of the Phoenix']
1458,66,37,['Gryffindor']
1459,66,40,['Order of the Phoenix']
1460,66,54,['Gryffindor']
1461,66,55,"['Gryffindor', 'Order of the Phoenix']"
1462,66,56,"['Gryffindor', 'Order of the Phoenix']"
1463,66,63,['Gryffindor']
1464,66,64,"['Gryffindor', 'Order of the Phoenix']"
1465,66,65,['Order of the Phoenix']
1466,66,67,['Potter family']
1467,66,71,['Gryffindor']
1468,66,72,['Gryffindor']
1469,66,73,"['Order of the Phoenix', 'Advance Guard']"
1470,66,79,['Gryffindor']
1471,66,83,"['Order of the Phoenix', 'Advance Guard']"
1472,66,84,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
1473,66,85,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
1474,66,93,"['Order of the Phoenix', 'Advance Guard']"
1475,66,98,['Order of the Phoenix']
1476,66,100,['Gryffindor']
1477,66,103,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
1478,66,104,"['Gryffindor', 'Order of the Phoenix']"
1479,66,105,"['Gryffindor', 'Order of the Phoenix']"
1480,66,106,"['Gryffindor', 'Order of the Phoenix']"
1481,66,107,['Gryffindor']
1482,66,108,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
1483,66,109,"['Gryffindor', 'Order of the Phoenix']"
1484,66,110,['Gryffindor']
1485,66,113,['Potter family']
1486,66,114,['Gryffindor']
1487,66,118,['Gryffindor']
1488,66,125,['Order of the Phoenix']
1489,66,132,['Gryffindor']
1490,66,133,['Order of the Phoenix']
1491,66,134,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
1492,66,139,['Gryffindor']
1493,66,142,['Order of the Phoenix']
1494,66,143,['Order of the Phoenix']
1495,66,145,['Order of the Phoenix']
1496,66,146,"['Gryffindor', 'Order of the Phoenix']"
1497,66,152,['Gryffindor']
1498,66,155,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
1499,66,162,['Gryffindor']
1500,66,165,"['Order of the Phoenix', 'Advance Guard']"
1501,66,168,"['Order of the Phoenix', 'Advance Guard']"
1502,66,169,['Gryffindor']
1503,66,172,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
1504,66,173,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
1505,66,175,"['Gryffindor', 'Order of the Phoenix']"
1506,67,5,['Potter family']
1507,67,23,['Hufflepuff']
1508,67,33,['Hufflepuff']
1509,67,36,['Hufflepuff']
1510,67,66,['Potter family']
1511,67,68,['Hufflepuff']
1512,67,84,"['Potter family', 'Weasley family']"
1513,67,85,['Potter family']
1514,67,91,['Hufflepuff']
1515,67,97,['Hufflepuff']
1516,67,103,"['Potter family', 'Weasley family']"
1517,67,104,['Weasley family']
1518,67,105,['Weasley family']
1519,67,106,['Weasley family']
1520,67,107,['Weasley family']
1521,67,108,"['Potter family', 'Weasley family']"
1522,67,109,['Weasley family']
1523,67,112,['Hufflepuff']
1524,67,113,['Potter family']
1525,67,116,['Hufflepuff']
1526,67,125,['Weasley family']
1527,67,134,"['Potter family', 'Weasley family']"
1528,67,138,['Hufflepuff']
1529,67,139,['Weasley family']
1530,67,155,['Potter family']
1531,67,163,['Hufflepuff']
1532,67,165,['Hufflepuff']
1533,67,172,"['Potter family', 'Weasley family']"
1534,67,173,"['Potter family', 'Weasley family']"
1535,68,7,"[""Dumbledore's Army""]"
1536,68,9,"[""Dumbledore's Army""]"
1537,68,13,"[""Dumbledore's Army""]"
1538,68,16,"[""Dumbledore's Army""]"
1539,68,23,['Hufflepuff']
1540,68,24,"[""Dumbledore's Army""]"
1541,68,33,['Hufflepuff']
1542,68,36,"[""Dumbledore's Army"", 'Hufflepuff']"
1543,68,37,"[""Dumbledore's Army""]"
1544,68,46,"[""Dumbledore's Army""]"
1545,68,56,"[""Dumbledore's Army""]"
1546,68,64,"[""Dumbledore's Army""]"
1547,68,67,['Hufflepuff']
1548,68,71,"[""Dumbledore's Army""]"
1549,68,84,"[""Dumbledore's Army""]"
1550,68,91,['Hufflepuff']
1551,68,97,['Hufflepuff']
1552,68,100,"[""Dumbledore's Army""]"
1553,68,105,"[""Dumbledore's Army""]"
1554,68,106,"[""Dumbledore's Army""]"
1555,68,108,"[""Dumbledore's Army""]"
1556,68,112,"[""Dumbledore's Army"", 'Hufflepuff']"
1557,68,114,"[""Dumbledore's Army""]"
1558,68,116,"[""Dumbledore's Army"", 'Hufflepuff']"
1559,68,118,"[""Dumbledore's Army""]"
1560,68,123,"[""Dumbledore's Army""]"
1561,68,134,"[""Dumbledore's Army""]"
1562,68,138,['Hufflepuff']
1563,68,139,"[""Dumbledore's Army""]"
1564,68,143,"[""Dumbledore's Army""]"
1565,68,146,"[""Dumbledore's Army""]"
1566,68,151,"[""Dumbledore's Army""]"
1567,68,152,"[""Dumbledore's Army""]"
1568,68,162,"[""Dumbledore's Army""]"
1569,68,163,['Hufflepuff']
1570,68,165,['Hufflepuff']
1571,68,169,"[""Dumbledore's Army""]"
1572,68,172,"[""Dumbledore's Army""]"
1573,68,175,"[""Dumbledore's Army""]"
1574,71,5,['Gryffindor']
1575,71,7,"[""Dumbledore's Army""]"
1576,71,9,"[""Dumbledore's Army""]"
1577,71,10,['Gryffindor']
1578,71,13,"[""Dumbledore's Army""]"
1579,71,16,"['Gryffindor', ""Dumbledore's Army""]"
1580,71,17,['Slug Club']
1581,71,24,"[""Dumbledore's Army""]"
1582,71,36,"[""Dumbledore's Army""]"
1583,71,37,"['Gryffindor', ""Dumbledore's Army""]"
1584,71,46,"[""Dumbledore's Army""]"
1585,71,54,['Gryffindor']
1586,71,55,['Gryffindor']
1587,71,56,"['Gryffindor', ""Dumbledore's Army""]"
1588,71,63,['Gryffindor']
1589,71,64,"['Gryffindor', ""Dumbledore's Army""]"
1590,71,66,['Gryffindor']
1591,71,68,"[""Dumbledore's Army""]"
1592,71,72,['Gryffindor']
1593,71,79,['Gryffindor']
1594,71,84,"['Gryffindor', ""Dumbledore's Army"", 'Slug Club', 'Gryffindor Quidditch team']"
1595,71,85,"['Gryffindor', 'Gryffindor Quidditch team']"
1596,71,88,['Slug Club']
1597,71,95,['Slug Club']
1598,71,100,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
1599,71,103,['Gryffindor']
1600,71,104,"['Gryffindor', 'Gryffindor Quidditch team']"
1601,71,105,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
1602,71,106,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
1603,71,107,['Gryffindor']
1604,71,108,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
1605,71,109,['Gryffindor']
1606,71,110,"['Gryffindor', 'Gryffindor Quidditch team']"
1607,71,111,['Slug Club']
1608,71,112,"[""Dumbledore's Army""]"
1609,71,114,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
1610,71,116,"[""Dumbledore's Army""]"
1611,71,118,"['Gryffindor', ""Dumbledore's Army""]"
1612,71,123,"[""Dumbledore's Army""]"
1613,71,132,['Gryffindor']
1614,71,134,"['Gryffindor', ""Dumbledore's Army"", 'Slug Club']"
1615,71,139,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
1616,71,143,"[""Dumbledore's Army""]"
1617,71,146,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
1618,71,151,"[""Dumbledore's Army""]"
1619,71,152,"['Gryffindor', ""Dumbledore's Army""]"
1620,71,155,"['Gryffindor', 'Slug Club']"
1621,71,162,"['Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch team']"
1622,71,169,"['Gryffindor', ""Dumbledore's Army""]"
1623,71,172,"['Gryffindor', ""Dumbledore's Army"", 'Slug Club', 'Gryffindor Quidditch team']"
1624,71,173,['Gryffindor']
1625,71,175,"['Gryffindor', ""Dumbledore's Army""]"
1626,72,5,['Gryffindor']
1627,72,10,['Gryffindor']
1628,72,16,['Gryffindor']
1629,72,37,['Gryffindor']
1630,72,54,['Gryffindor']
1631,72,55,['Gryffindor']
1632,72,56,['Gryffindor']
1633,72,63,['Gryffindor']
1634,72,64,['Gryffindor']
1635,72,66,['Gryffindor']
1636,72,71,['Gryffindor']
1637,72,79,['Gryffindor']
1638,72,84,['Gryffindor']
1639,72,85,['Gryffindor']
1640,72,100,['Gryffindor']
1641,72,103,['Gryffindor']
1642,72,104,['Gryffindor']
1643,72,105,['Gryffindor']
1644,72,106,['Gryffindor']
1645,72,107,['Gryffindor']
1646,72,108,['Gryffindor']
1647,72,109,['Gryffindor']
1648,72,110,['Gryffindor']
1649,72,114,['Gryffindor']
1650,72,118,['Gryffindor']
1651,72,132,['Gryffindor']
1652,72,134,['Gryffindor']
1653,72,139,['Gryffindor']
1654,72,146,['Gryffindor']
1655,72,152,['Gryffindor']
1656,72,155,['Gryffindor']
1657,72,162,['Gryffindor']
1658,72,169,['Gryffindor']
1659,72,172,['Gryffindor']
1660,72,173,['Gryffindor']
1661,72,175,['Gryffindor']
1662,73,1,['British Ministry of Magic']
1663,73,5,['Order of the Phoenix']
1664,73,9,['Order of the Phoenix']
1665,73,12,['British Ministry of Magic']
1666,73,20,['British Ministry of Magic']
1667,73,21,"['Order of the Phoenix', 'Advance Guard']"
1668,73,22,['British Ministry of Magic']
1669,73,24,['Order of the Phoenix']
1670,73,25,"['British Ministry of Magic', 'Order of the Phoenix', 'Advance Guard']"
1671,73,27,['Order of the Phoenix']
1672,73,34,['Order of the Phoenix']
1673,73,40,['Order of the Phoenix']
1674,73,43,['British Ministry of Magic']
1675,73,55,['Order of the Phoenix']
1676,73,56,['Order of the Phoenix']
1677,73,64,"['British Ministry of Magic', 'Order of the Phoenix']"
1678,73,65,['Order of the Phoenix']
1679,73,66,"['Order of the Phoenix', 'Advance Guard']"
1680,73,75,['British Ministry of Magic']
1681,73,83,"['Order of the Phoenix', 'Advance Guard']"
1682,73,84,"['British Ministry of Magic', 'Order of the Phoenix']"
1683,73,85,['Order of the Phoenix']
1684,73,91,['British Ministry of Magic']
1685,73,92,['British Ministry of Magic']
1686,73,93,"['British Ministry of Magic', 'Order of the Phoenix', 'Advance Guard']"
1687,73,98,['Order of the Phoenix']
1688,73,99,['British Ministry of Magic']
1689,73,103,"['British Ministry of Magic', 'Order of the Phoenix']"
1690,73,104,['Order of the Phoenix']
1691,73,105,['Order of the Phoenix']
1692,73,106,['Order of the Phoenix']
1693,73,107,['British Ministry of Magic']
1694,73,108,"['British Ministry of Magic', 'Order of the Phoenix']"
1695,73,109,['Order of the Phoenix']
1696,73,125,['Order of the Phoenix']
1697,73,131,['British Ministry of Magic']
1698,73,133,['Order of the Phoenix']
1699,73,134,"['British Ministry of Magic', 'Order of the Phoenix']"
1700,73,142,['Order of the Phoenix']
1701,73,143,['Order of the Phoenix']
1702,73,145,['Order of the Phoenix']
1703,73,146,['Order of the Phoenix']
1704,73,155,['Order of the Phoenix']
1705,73,165,"['British Ministry of Magic', 'Order of the Phoenix', 'Advance Guard']"
1706,73,168,"['Order of the Phoenix', 'Advance Guard']"
1707,73,172,['Order of the Phoenix']
1708,73,173,['Order of the Phoenix']
1709,73,175,"['British Ministry of Magic', 'Order of the Phoenix']"
1710,74,4,['Slytherin']
1711,74,6,['Slytherin']
1712,74,14,['Slytherin']
1713,74,15,['Slytherin']
1714,74,47,['Slytherin']
1715,74,48,['Slytherin']
1716,74,58,['Slytherin']
1717,74,61,['Slytherin']
1718,74,88,['Slytherin']
1719,74,95,['Slytherin']
1720,74,96,['Slytherin']
1721,74,98,['Slytherin']
1722,74,111,['Slytherin']
1723,74,119,['Slytherin']
1724,74,140,['Slytherin']
1725,74,144,['Slytherin']
1726,74,150,['Slytherin']
1727,74,164,['Slytherin']
1728,74,167,['Slytherin']
1729,75,1,['British Ministry of Magic']
1730,75,12,['British Ministry of Magic']
1731,75,20,"['British Ministry of Magic', 'Department of Magical Law Enforcement']"
1732,75,22,['British Ministry of Magic']
1733,75,25,['British Ministry of Magic']
1734,75,43,['British Ministry of Magic']
1735,75,64,['British Ministry of Magic']
1736,75,73,['British Ministry of Magic']
1737,75,84,"['British Ministry of Magic', 'Department of Magical Law Enforcement']"
1738,75,91,['British Ministry of Magic']
1739,75,92,['British Ministry of Magic']
1740,75,93,['British Ministry of Magic']
1741,75,99,"['British Ministry of Magic', 'Department of Magical Law Enforcement']"
1742,75,103,"['British Ministry of Magic', 'Department of Magical Law Enforcement']"
1743,75,107,['British Ministry of Magic']
1744,75,108,['British Ministry of Magic']
1745,75,115,['Department of Magical Law Enforcement']
1746,75,131,['British Ministry of Magic']
1747,75,134,"['British Ministry of Magic', 'Department of Magical Law Enforcement']"
1748,75,146,['Department of Magical Law Enforcement']
1749,75,165,['British Ministry of Magic']
1750,75,175,['British Ministry of Magic']
1751,77,7,['Ravenclaw']
1752,77,13,['Ravenclaw']
1753,77,16,['Harry Potter']
1754,77,21,['Harry Potter']
1755,77,24,['Harry Potter']
1756,77,34,['Harry Potter']
1757,77,40,['Harry Potter']
1758,77,41,['Ravenclaw']
1759,77,46,['Ravenclaw']
1760,77,55,['Harry Potter']
1761,77,62,['Ravenclaw']
1762,77,64,['Harry Potter']
1763,77,65,"['Ravenclaw', 'Harry Potter']"
1764,77,86,['Ravenclaw']
1765,77,98,['Harry Potter']
1766,77,123,['Ravenclaw']
1767,77,124,['Ravenclaw']
1768,77,125,['Harry Potter']
1769,77,131,['Ravenclaw']
1770,77,143,['Ravenclaw']
1771,77,151,['Ravenclaw']
1772,77,156,['Ravenclaw']
1773,77,157,['Ravenclaw']
1774,77,166,['Ravenclaw']
1775,77,171,"['Ravenclaw', 'Harry Potter']"
1776,77,175,['Harry Potter']
1777,79,5,['Gryffindor']
1778,79,10,['Gryffindor']
1779,79,11,"['Death Eaters', 'Lord Voldemort']"
1780,79,14,"['Death Eaters', 'Lord Voldemort']"
1781,79,15,['Lord Voldemort']
1782,79,16,['Gryffindor']
1783,79,19,"['Death Eaters', 'Lord Voldemort']"
1784,79,26,"['Death Eaters', 'Lord Voldemort']"
1785,79,37,['Gryffindor']
1786,79,47,"['Death Eaters', 'Lord Voldemort']"
1787,79,48,['Lord Voldemort']
1788,79,51,['Lord Voldemort']
1789,79,54,['Gryffindor']
1790,79,55,['Gryffindor']
1791,79,56,['Gryffindor']
1792,79,60,"['Death Eaters', 'Lord Voldemort']"
1793,79,63,['Gryffindor']
1794,79,64,['Gryffindor']
1795,79,66,['Gryffindor']
1796,79,71,['Gryffindor']
1797,79,72,['Gryffindor']
1798,79,84,['Gryffindor']
1799,79,85,['Gryffindor']
1800,79,86,['Lord Voldemort']
1801,79,88,['Death Eaters']
1802,79,90,"['Death Eaters', 'Lord Voldemort']"
1803,79,100,['Gryffindor']
1804,79,103,['Gryffindor']
1805,79,104,['Gryffindor']
1806,79,105,['Gryffindor']
1807,79,106,['Gryffindor']
1808,79,107,['Gryffindor']
1809,79,108,['Gryffindor']
1810,79,109,['Gryffindor']
1811,79,110,['Gryffindor']
1812,79,114,['Gryffindor']
1813,79,118,['Gryffindor']
1814,79,121,"['Death Eaters', 'Lord Voldemort']"
1815,79,132,['Gryffindor']
1816,79,134,['Gryffindor']
1817,79,139,['Gryffindor']
1818,79,146,['Gryffindor']
1819,79,147,['Lord Voldemort']
1820,79,152,['Gryffindor']
1821,79,155,['Gryffindor']
1822,79,162,['Gryffindor']
1823,79,169,['Gryffindor']
1824,79,172,['Gryffindor']
1825,79,173,['Gryffindor']
1826,79,175,['Gryffindor']
1827,83,5,['Order of the Phoenix']
1828,83,9,['Order of the Phoenix']
1829,83,21,"['Order of the Phoenix', 'Advance Guard']"
1830,83,24,['Order of the Phoenix']
1831,83,25,"['Order of the Phoenix', 'Advance Guard']"
1832,83,27,['Order of the Phoenix']
1833,83,34,['Order of the Phoenix']
1834,83,40,['Order of the Phoenix']
1835,83,55,['Order of the Phoenix']
1836,83,56,['Order of the Phoenix']
1837,83,64,['Order of the Phoenix']
1838,83,65,['Order of the Phoenix']
1839,83,66,"['Order of the Phoenix', 'Advance Guard']"
1840,83,73,"['Order of the Phoenix', 'Advance Guard']"
1841,83,84,['Order of the Phoenix']
1842,83,85,['Order of the Phoenix']
1843,83,93,"['Order of the Phoenix', 'Advance Guard']"
1844,83,98,['Order of the Phoenix']
1845,83,103,['Order of the Phoenix']
1846,83,104,['Order of the Phoenix']
1847,83,105,['Order of the Phoenix']
1848,83,106,['Order of the Phoenix']
1849,83,108,['Order of the Phoenix']
1850,83,109,['Order of the Phoenix']
1851,83,125,['Order of the Phoenix']
1852,83,133,['Order of the Phoenix']
1853,83,134,['Order of the Phoenix']
1854,83,142,['Order of the Phoenix']
1855,83,143,['Order of the Phoenix']
1856,83,145,['Order of the Phoenix']
1857,83,146,['Order of the Phoenix']
1858,83,155,['Order of the Phoenix']
1859,83,165,"['Order of the Phoenix', 'Advance Guard']"
1860,83,168,"['Order of the Phoenix', 'Advance Guard']"
1861,83,172,['Order of the Phoenix']
1862,83,173,['Order of the Phoenix']
1863,83,175,['Order of the Phoenix']
1864,84,1,['British Ministry of Magic']
1865,84,5,"['Potter family', 'Gryffindor', 'Order of the Phoenix']"
1866,84,7,"[""Dumbledore's Army""]"
1867,84,9,"['Order of the Phoenix', ""Dumbledore's Army""]"
1868,84,10,['Gryffindor']
1869,84,12,['British Ministry of Magic']
1870,84,13,"[""Dumbledore's Army""]"
1871,84,16,"['Gryffindor', ""Dumbledore's Army""]"
1872,84,17,['Slug Club']
1873,84,20,"['British Ministry of Magic', 'Department of Magical Law Enforcement']"
